,text,Label
28204,😜,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
28205,Easy to use and it's wonderful work that will rget the way to edit,"(Category tensor(0), tensor(0), tensor([0.7111, 0.2889]))"
28206,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28207,Nice App The plus point is We Have A Option For Cropping Video but the -minus is we want good quality we pay Money For Subscription But Nice App,"(Category tensor(1), tensor(1), tensor([6.9727e-04, 9.9930e-01]))"
28208,Brilliant,"(Category tensor(1), tensor(1), tensor([0.3318, 0.6682]))"
28209,Very nice good aap,"(Category tensor(1), tensor(1), tensor([0.0042, 0.9958]))"
28210,This is a superb app. I amazed to use it . I suggest u to use this app and enjoy it's features.,"(Category tensor(1), tensor(1), tensor([4.0861e-04, 9.9959e-01]))"
28211,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28212,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,"(Category tensor(1), tensor(1), tensor([0.1121, 0.8879]))"
28213,Very nice,"(Category tensor(1), tensor(1), tensor([0.0397, 0.9603]))"
28214,Shahzaib,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28215,Very good,"(Category tensor(1), tensor(1), tensor([0.0231, 0.9769]))"
28216,Best 🥰🥰 ❤❤❤❤,"(Category tensor(1), tensor(1), tensor([0.0063, 0.9937]))"
28217,Thanks team,"(Category tensor(1), tensor(1), tensor([0.3601, 0.6399]))"
28218,Ok,"(Category tensor(1), tensor(1), tensor([0.2736, 0.7264]))"
28219,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28220,Great,"(Category tensor(1), tensor(1), tensor([0.2377, 0.7623]))"
28221,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
28222,Super,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28223,Super aap,"(Category tensor(1), tensor(1), tensor([0.1256, 0.8744]))"
28224,I give 5 star.. awesome app,"(Category tensor(1), tensor(1), tensor([2.8311e-05, 9.9997e-01]))"
28225,Very good,"(Category tensor(1), tensor(1), tensor([0.0231, 0.9769]))"
28226,Biutifool,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28227,This app is very glitchy,"(Category tensor(1), tensor(1), tensor([7.9719e-04, 9.9920e-01]))"
28228,Thanks for activity application and thanks for your team❤️😘,"(Category tensor(1), tensor(1), tensor([4.9422e-06, 1.0000e+00]))"
28229,It very nice app downlod it,"(Category tensor(1), tensor(1), tensor([0.0098, 0.9902]))"
28230,nice app,"(Category tensor(1), tensor(1), tensor([0.1426, 0.8574]))"
28231,"Nice but we don't need watermark ,,,,,, please remove this watermark from this app😐😕","(Category tensor(1), tensor(1), tensor([4.2059e-05, 9.9996e-01]))"
28232,I've been using this since 2019. Paid a one time lifetime membership. However I can't access all membership privileges since yesterday. Sent email too but no update yet. I tried to restore but it failed. I am logged in using the account used when I purchased the app Please assist. Thanks,"(Category tensor(1), tensor(1), tensor([0.0398, 0.9602]))"
28233,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28234,Excellent👍,"(Category tensor(1), tensor(1), tensor([0.0619, 0.9381]))"
28235,I not like video show lite but istill like vedio show (no lite)on 2014,"(Category tensor(1), tensor(1), tensor([4.0557e-06, 1.0000e+00]))"
28236,Nice☺️,"(Category tensor(1), tensor(1), tensor([0.0080, 0.9920]))"
28237,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28238,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28239,cool,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
28240,Very nice,"(Category tensor(1), tensor(1), tensor([0.0397, 0.9603]))"
28241,😘😘😘,"(Category tensor(1), tensor(1), tensor([0.0460, 0.9540]))"
28242,I really appreciate it.,"(Category tensor(1), tensor(1), tensor([0.1888, 0.8112]))"
28243,Easy to use. ❤,"(Category tensor(1), tensor(1), tensor([0.2349, 0.7651]))"
28244,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28245,Excellent app. Easy to use!,"(Category tensor(1), tensor(1), tensor([0.0034, 0.9966]))"
28246,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
28247,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28248,Ok,"(Category tensor(1), tensor(1), tensor([0.2736, 0.7264]))"
28249,Very good programme,"(Category tensor(1), tensor(1), tensor([0.0073, 0.9927]))"
28250,Wonderful,"(Category tensor(1), tensor(1), tensor([0.2433, 0.7567]))"
28251,64vi,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
28252,Superb I like it,"(Category tensor(1), tensor(1), tensor([0.0718, 0.9282]))"
28253,Super cool app,"(Category tensor(1), tensor(1), tensor([0.0119, 0.9881]))"
28254,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28255,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
28256,Amazing Editor App,"(Category tensor(1), tensor(1), tensor([0.0022, 0.9978]))"
28257,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28258,I don't know why people make or use these apps . Everybody is beautiful in their own ways. You should love yourself no matter what is your color shape size or anything. Remember everyone is beautiful but not everyone can see it .,"(Category tensor(1), tensor(1), tensor([0.0063, 0.9937]))"
28259,Like this app,"(Category tensor(1), tensor(1), tensor([0.0879, 0.9121]))"
28260,Jatt g,"(Category tensor(1), tensor(1), tensor([0.1256, 0.8744]))"
28261,♥️♥️♥️♥️💃💃💃💓💓💓,"(Category tensor(1), tensor(1), tensor([2.4871e-08, 1.0000e+00]))"
28262,Exilent Result Nice CamRa 👍👌,"(Category tensor(1), tensor(1), tensor([3.6331e-06, 1.0000e+00]))"
28263,My instagram account👉kiki.the.queen_,"(Category tensor(1), tensor(1), tensor([1.1179e-04, 9.9989e-01]))"
28264,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
28265,Niceee,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28266,Best app,"(Category tensor(1), tensor(1), tensor([0.0601, 0.9399]))"
28267,super,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
28268,This app is very good,"(Category tensor(1), tensor(1), tensor([0.0026, 0.9974]))"
28269,ماشاءاللہ,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
28270,Aman,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28271,It doesnt work for hours after downloading,"(Category tensor(1), tensor(1), tensor([0.1077, 0.8923]))"
28272,This is good aap,"(Category tensor(1), tensor(1), tensor([3.3499e-04, 9.9967e-01]))"
28273,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28274,Super,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28275,Good luck 🤞😃🤝,"(Category tensor(1), tensor(1), tensor([2.5141e-04, 9.9975e-01]))"
28276,U really deserve these five stars,"(Category tensor(1), tensor(1), tensor([0.0214, 0.9786]))"
28277,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28278,Super,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28279,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
28280,Mst app gret,"(Category tensor(1), tensor(1), tensor([0.0119, 0.9881]))"
28281,Thik thak 😅😅only 2 stars 😊,"(Category tensor(1), tensor(1), tensor([1.8715e-06, 1.0000e+00]))"
28282,Good and nice,"(Category tensor(1), tensor(1), tensor([0.3367, 0.6633]))"
28283,Idontknow mehh,"(Category tensor(1), tensor(1), tensor([0.1256, 0.8744]))"
28284,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
28285,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28286,WAQAR AHMAD,"(Category tensor(1), tensor(1), tensor([0.0093, 0.9907]))"
28287,It's is different,"(Category tensor(1), tensor(1), tensor([0.2006, 0.7994]))"
28288,😊😊😊😊😊😊😊😊😊😊😊,"(Category tensor(1), tensor(1), tensor([0.1270, 0.8730]))"
28289,"Annoying because when you try to edit a photo with DSLR and try to save, it goes back to the original photo. It cannot be saved, so apparently som glitch in the update. Would be great if this could be fixed!!! Used to love this app for editing but not so much anymore.","(Category tensor(1), tensor(1), tensor([2.7630e-05, 9.9997e-01]))"
28290,Woow 😘,"(Category tensor(1), tensor(1), tensor([0.1256, 0.8744]))"
28291,Jk,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28292,Nice app,"(Category tensor(1), tensor(1), tensor([0.0818, 0.9182]))"
28293,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28294,5 star⭐,"(Category tensor(1), tensor(1), tensor([0.0210, 0.9790]))"
28295,Omg k-pop Idol's also use this celibrity too lol😂😁so how intresting this app is they all are so luckey who use it!!??..,"(Category tensor(1), tensor(1), tensor([1.1311e-04, 9.9989e-01]))"
28296,bakit,"(Category tensor(1), tensor(1), tensor([0.2267, 0.7733]))"
28297,Nice 👍 app,"(Category tensor(1), tensor(1), tensor([0.0080, 0.9920]))"
28298,Good...🙂,"(Category tensor(1), tensor(1), tensor([0.0130, 0.9870]))"
28299,Very friendly app ... love it,"(Category tensor(1), tensor(1), tensor([0.0029, 0.9971]))"
28300,I can't talk anything about these app,"(Category tensor(1), tensor(1), tensor([0.0069, 0.9931]))"
28301,Wonderful application,"(Category tensor(1), tensor(1), tensor([0.0574, 0.9426]))"
28302,So so so so so so so amazing,"(Category tensor(1), tensor(1), tensor([0.2867, 0.7133]))"
28303,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
28304,This app is very beautiful i given to stars This app very easy use.,"(Category tensor(1), tensor(1), tensor([0.0105, 0.9895]))"
28305,studio studio,"(Category tensor(1), tensor(1), tensor([0.1698, 0.8302]))"
28306,💜amazing App,"(Category tensor(1), tensor(1), tensor([0.0435, 0.9565]))"
28307,بدرده خود تون می خوره,"(Category tensor(1), tensor(1), tensor([4.5981e-04, 9.9954e-01]))"
28308,It's app is very nice 😍😍and filtar ni mast be makeup very very nice this app so friends intal App,"(Category tensor(1), tensor(1), tensor([0.0125, 0.9875]))"
28309,Superb,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28310,Kutta he tu Kutta 108 mb brbad ho gya,"(Category tensor(1), tensor(1), tensor([2.9497e-06, 1.0000e+00]))"
28311,Good app,"(Category tensor(1), tensor(1), tensor([0.0513, 0.9487]))"
28312,Love it,"(Category tensor(1), tensor(1), tensor([0.2268, 0.7732]))"
28313,So good love this app so much 😘 😘 😘 😘 😘 please make more updates more stickers mor music please....and why can't we edit our photos to video pls do something for this.,"(Category tensor(1), tensor(1), tensor([3.6258e-04, 9.9964e-01]))"
28314,This is excellent this filter is so good and cute😀,"(Category tensor(1), tensor(1), tensor([0.0056, 0.9944]))"
28315,ok,"(Category tensor(1), tensor(1), tensor([0.3107, 0.6893]))"
28316,This is the best app I ever seen!!!! But the problem is that it increases the mb day by day mostly people who want to download can't be download because of that much place can you please decrease its size and mb so we normal android users can able to download it Anyway it's great app after decreasing I download this app give 5 stars but for now I only give 4 ❤️❤️🤞 Hope you'll see my review and solve this issue .....👍👍✨✨,"(Category tensor(1), tensor(1), tensor([1.3281e-05, 9.9999e-01]))"
28317,I love you 😊the best,"(Category tensor(1), tensor(1), tensor([0.0078, 0.9922]))"
28318,"I like this app.It has all fencers that I want, I will be given 🌟🌟🌟🌟🌟 star. But not enough, requested it to some more features give it.","(Category tensor(1), tensor(1), tensor([0.0465, 0.9535]))"
28319,Bestest camera in world,"(Category tensor(0), tensor(0), tensor([0.7987, 0.2013]))"
28320,Best,"(Category tensor(1), tensor(1), tensor([0.1246, 0.8754]))"
28321,Bad app,"(Category tensor(1), tensor(1), tensor([0.0373, 0.9627]))"
28322,Soo good,"(Category tensor(1), tensor(1), tensor([0.0742, 0.9258]))"
28323,Wow,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28324,Nice camera,"(Category tensor(1), tensor(1), tensor([0.0188, 0.9812]))"
28325,This app is excellent and functional.,"(Category tensor(1), tensor(1), tensor([0.0065, 0.9935]))"
28326,Poor,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28327,Nice app,"(Category tensor(1), tensor(1), tensor([0.0818, 0.9182]))"
28328,"Eman ,,,🆒😗","(Category tensor(1), tensor(1), tensor([0.0106, 0.9894]))"
28329,Gajab,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28330,I am using it since 1 year I haven't face any difficulties during using this app and when I use beauty it just look like is real now we have dialouge also so we can use these and make short video thanks :) 😀😇,"(Category tensor(1), tensor(1), tensor([7.3530e-05, 9.9993e-01]))"
28331,Very nice,"(Category tensor(1), tensor(1), tensor([0.0397, 0.9603]))"
28332,Very nice app,"(Category tensor(1), tensor(1), tensor([0.0105, 0.9895]))"
28333,Nyc,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28334,Wowww,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28335,It is a very amazing apps,"(Category tensor(1), tensor(1), tensor([2.2650e-04, 9.9977e-01]))"
28336,Sgs Ta,"(Category tensor(1), tensor(1), tensor([0.0160, 0.9840]))"
28337,Good 👑👑👑👑👑👑👑👑👑👑👑👑👑👑,"(Category tensor(1), tensor(1), tensor([0.0429, 0.9571]))"
28338,Very Nice,"(Category tensor(1), tensor(1), tensor([0.4267, 0.5733]))"
28339,Download hi nhi ho rha 😠😠😠😠,"(Category tensor(1), tensor(1), tensor([6.7225e-05, 9.9993e-01]))"
28340,Is😊😊 vari good,"(Category tensor(1), tensor(1), tensor([3.4558e-04, 9.9965e-01]))"
28341,So cute with so so much sickers,"(Category tensor(1), tensor(1), tensor([0.0056, 0.9944]))"
28342,Very good amazing app,"(Category tensor(1), tensor(1), tensor([0.0020, 0.9980]))"
28343,Vijay guy tee guy try ion jam for Esa try try,"(Category tensor(1), tensor(1), tensor([0.0143, 0.9857]))"
28344,Nice app,"(Category tensor(1), tensor(1), tensor([0.0818, 0.9182]))"
28345,Nice,"(Category tensor(1), tensor(1), tensor([0.3338, 0.6662]))"
28346,this app soo bade 😏,"(Category tensor(1), tensor(1), tensor([4.9414e-04, 9.9951e-01]))"
28347,This apps is an osam just osam any edit we do can the app,"(Category tensor(1), tensor(1), tensor([0.0115, 0.9885]))"
28348,Good,"(Category tensor(1), tensor(1), tensor([0.1048, 0.8952]))"
28349,Very good,"(Category tensor(1), tensor(1), tensor([0.0231, 0.9769]))"
28350,it's a very cool app 💞💞,"(Category tensor(1), tensor(1), tensor([7.9436e-05, 9.9992e-01]))"
28351,Sejal,"(Category tensor(1), tensor(1), tensor([0.2128, 0.7872]))"
28352,Md Mohibur,"(Category tensor(1), tensor(1), tensor([0.0160, 0.9840]))"
28353,Nice app for camera and for 😍🤩🤩🤗🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😘😘😘 all things,"(Category tensor(1), tensor(1), tensor([0.0032, 0.9968]))"
28354,This app so trending,"(Category tensor(1), tensor(1), tensor([0.0835, 0.9165]))"
28355,Love it,"(Category tensor(1), tensor(1), tensor([0.2268, 0.7732]))"
28356,very good game. I would just recommend maybe bringing the price down on some of the gem dragons,"(Category tensor(1), tensor(1), tensor([4.8276e-04, 9.9952e-01]))"
28357,It is awsome there are so many dragons and are no adds i love alll of the challenges and offers. And you can upgrade lots of things. Personally I think it is one of the best games I have ever PLAYED,"(Category tensor(1), tensor(1), tensor([0.0288, 0.9712]))"
